fish_table_id,anem_table_id,fish_obs_time,fish_spp,size,color,sex,fin_id,sample_id,tag_id,recap,fish_collector,fish_correction,fish_corr_date,fish_corr_editor,fish_corr_message,fish_notes
1279,1245,NA,APCL,2.7,BW,J,371,APCL13_371,NA,NA,MLP,NA,NA,NA,NA,NA
1277,1245,NA,APCL,7.8,O,M,369,APCL13_369,NA,NA,MLP,NA,NA,NA,NA,NA
636,656,NA,APCL,5,Y,J,10,APCL13_010,NA,NA,MLP,NA,NA,NA,NA,NA
1265,1241,NA,APCL,2.4,YR,J,364,APCL13_364,NA,NA,MLP,NA,NA,NA,NA,NA
633,655,NA,APCL,4,NA,NA,8,APCL13_008,NA,NA,MLP,NA,NA,NA,NA,NA
632,655,NA,APCL,7,NA,NA,7,APCL13_007,NA,NA,MLP,NA,NA,NA,NA,NA
1259,1236,NA,APCL,3.4,BW,J,361,APCL13_361,NA,NA,MLP,NA,NA,NA,NA,NA
1247,1227,NA,APCL,3,YR,J,357,APCL13_357,NA,NA,MLP,NA,NA,NA,NA,NA
77,39,NA,APCL,8.9,NA,NA,34,APCL12_034,NA,NA,GS,NA,NA,NA,NA,NA
1233,1221,NA,APCL,9.3,YP,F,348,APCL13_348,NA,NA,MLP,NA,NA,NA,NA,NA
615,646,NA,APCL,4.8,Y,J,2,APCL13_002,NA,NA,MLP,NA,NA,NA,NA,NA
1217,1211,NA,APCL,4,W,J,336,APCL13_336,NA,NA,MLP,NA,NA,NA,NA,NA
1213,1209,NA,APCL,8.9,O,M,334,APCL13_334,NA,NA,MLP,NA,NA,NA,NA,NA
1191,1196,NA,APCL,3.9,YR,J,327,APCL13_327,NA,NA,MLP,NA,NA,NA,NA,NA
53,26,NA,APCL,9.1,NA,NA,5,APCL12_005,NA,NA,MLP,NA,NA,NA,NA,NA
1167,1180,NA,APCL,5,Y,J,320,APCL13_320,NA,NA,MLP,NA,NA,NA,NA,NA
584,632,NA,APCL,5.7,Y,J,283,APCL12_283,NA,NA,MLP,NA,NA,NA,NA,NA
418,357,NA,APCL,6.3,Y,J,208,APCL12_208,NA,NA,MLP,NA,NA,NA,NA,NA
30,15,NA,APCL,8.8,NA,NA,9,APCL12_009,NA,NA,MLP,NA,NA,NA,NA,NA
573,603,NA,APCL,8.8,O,M,278,APCL12_278,NA,NA,MLP,NA,NA,NA,NA,NA
842,780,NA,APCL,10.1,O,M,129,APCL13_129,NA,NA,MLP,NA,NA,NA,NA,NA
834,777,NA,APCL,4.2,YR,J,123,APCL13_123,NA,NA,MLP,NA,NA,NA,NA,NA
1395,1359,NA,APCL,9.4,O,M,436,APCL13_436,NA,NA,MLP,NA,NA,NA,NA,NA
790,752,NA,APCL,10.1,O,M,97,APCL13_097,NA,NA,MLP,NA,NA,NA,NA,Changed Col from number 0 to letter O (MRS 7/17/17)
1326,1287,NA,APCL,3.9,YR,J,403,APCL13_403,NA,NA,MLP,NA,NA,NA,NA,NA
2130,1896,NA,APCL,5.9,W,J,119,APCL14_119,NA,NA,MRS,NA,NA,NA,NA,NA
784,749,NA,APCL,3.5,YR,J,98,APCL13_098,NA,NA,MLP,NA,NA,NA,NA,NA
1314,1270,NA,APCL,7.6,O,M,394,APCL13_394,NA,NA,MLP,NA,NA,NA,NA,NA
1312,1267,NA,APCL,4.1,YR,J,393,APCL13_393,NA,NA,MLP,NA,NA,NA,NA,NA
1308,1264,NA,APCL,5,W,J,389,APCL13_389,NA,NA,MLP,NA,NA,NA,NA,NA
780,748,NA,APCL,4.1,W,J,94,APCL13_094,NA,NA,MLP,NA,NA,NA,NA,NA
1304,1261,NA,APCL,7.4,O,M,386,APCL13_386,NA,NA,MLP,NA,NA,NA,NA,NA
778,747,NA,APCL,7,O,M,92,APCL13_092,NA,NA,MLP,NA,NA,NA,NA,NA
1302,1260,NA,APCL,6.1,W,J,383,APCL13_383,NA,NA,MLP,NA,NA,NA,NA,NA
6227,6582,NA,APCL,5.6,Y,J,87,APCL15_087,NA,NA,MRS,NA,NA,NA,NA,NA
776,746,NA,APCL,10.3,YP,F,90,APCL13_090,NA,NA,MLP,NA,NA,NA,NA,NA
772,744,NA,APCL,4.1,WP,J,86,APCL13_086,NA,NA,MLP,NA,NA,NA,NA,NA
6143,6537,NA,APCL,4.1,YR,J,66,APCL15_066,NA,NA,MRS,NA,NA,NA,NA,NA
255,211,NA,APCL,5,NA,NA,114,APCL12_114,NA,NA,MLP,NA,NA,NA,NA,NA
6126,6523,NA,APCL,4.7,YR,J,63,APCL15_063,NA,NA,MRS,NA,NA,NA,NA,NA
6117,6516,NA,APCL,5.8,W,J,62,APCL15_062,NA,NA,MRS,NA,NA,NA,NA,NA
6109,6510,NA,APCL,4.4,YR,J,61,APCL15_061,NA,NA,MRS,NA,NA,NA,NA,NA
6101,6506,NA,APCL,4.3,Y,J,58,APCL15_058,NA,NA,MRS,NA,NA,NA,NA,NA
6087,6497,NA,APCL,5.6,W,J,56,APCL15_056,NA,NA,MRS,NA,NA,NA,NA,NA
6085,6496,NA,APCL,3.8,YR,J,55,APCL15_055,NA,NA,MRS,NA,NA,NA,NA,NA
6083,6493,NA,APCL,3.9,W,J,54,APCL15_054,NA,NA,MRS,NA,NA,NA,NA,NA
1260,1237,NA,APCL,3.8,YR,J,362,APCL13_362,NA,NA,MLP,NA,NA,NA,NA,NA
6067,6482,NA,APCL,4.7,YR,J,53,APCL15_053,NA,NA,MRS,NA,NA,NA,NA,NA
6062,6479,NA,APCL,4.1,YR,J,52,APCL15_052,NA,NA,MRS,NA,NA,NA,NA,didn't catch 7cm fish
6053,6471,NA,APCL,5.2,YR,J,48,APCL15_048,NA,NA,MRS,NA,NA,NA,NA,NA
6046,6466,NA,APCL,4.4,W,J,46,APCL15_046,NA,NA,MRS,NA,NA,NA,NA,NA
6015,6439,NA,APCL,4,W,J,35,APCL15_035,NA,NA,MRS,NA,NA,NA,NA,NA
750,731,NA,APCL,9.5,O,M,80,APCL13_080,NA,NA,MLP,NA,NA,NA,NA,NA
6014,6438,NA,APCL,4.1,YR,J,34,APCL15_034,NA,NA,MRS,NA,NA,NA,NA,NA
6003,6430,NA,APCL,5.5,YR,J,31,APCL15_031,NA,NA,MRS,NA,NA,NA,NA,NA
1242,1225,NA,APCL,3.6,YR,J,353,APCL13_353,NA,NA,MLP,NA,NA,NA,NA,NA
5997,6427,NA,APCL,4,Y,J,30,APCL15_030,NA,NA,MRS,NA,NA,NA,NA,NA
5995,6426,NA,APCL,3.5,W,J,29,APCL15_029,NA,NA,MRS,NA,NA,NA,NA,NA
5983,6418,NA,APCL,4.4,YR,J,27,APCL15_027,NA,NA,MRS,NA,NA,NA,NA,NA
746,729,NA,APCL,4.8,YR,J,77,APCL13_077,NA,NA,MLP,NA,NA,NA,NA,NA
1238,1223,NA,APCL,3.6,YR,J,351,APCL13_351,NA,NA,MLP,NA,NA,NA,NA,NA
2001,1830,NA,APCL,3.8,YR,J,69,APCL14_069,NA,NA,MLP,NA,NA,NA,NA,NA
742,726,NA,APCL,6.5,YR,J,76,APCL13_076,NA,NA,MLP,NA,NA,NA,NA,NA
740,724,NA,APCL,2.6,YR,J,74,APCL13_074,NA,NA,MLP,NA,NA,NA,NA,7.8cm fish had slightly orange tail edges: transitional?
1226,1217,NA,APCL,2.4,BW,J,345,APCL13_345,NA,NA,MLP,NA,NA,NA,NA,NA
736,721,NA,APCL,2.9,YR,J,71,APCL13_071,NA,NA,MLP,NA,NA,NA,NA,NA
1218,1212,NA,APCL,8.9,O,M,337,APCL13_337,NA,NA,MLP,NA,NA,NA,NA,NA
5891,6351,NA,APCL,5.4,YR,J,15,APCL15_015,NA,NA,MRS,NA,NA,NA,NA,NA
5871,6342,NA,APCL,4.3,YR,J,12,APCL15_012,NA,NA,MRS,NA,NA,NA,NA,NA
5861,6337,NA,APCL,5.7,YR,J,9,APCL15_009,NA,NA,MRS,NA,NA,NA,NA,NA
5859,6336,NA,APCL,4.7,YR,J,8,APCL15_008,NA,NA,MRS,NA,NA,NA,NA,NA
730,717,NA,APCL,3.5,YR,J,68,APCL13_068,NA,NA,MLP,NA,NA,NA,NA,NA
5839,6324,NA,APCL,5,W,J,4,APCL15_004,NA,NA,MRS,NA,NA,NA,NA,NA
728,716,NA,APCL,2.5,YR,J,66,APCL13_066,NA,NA,MLP,NA,NA,NA,NA,NA
720,713,NA,APCL,10.5,O,M,63,APCL13_063,NA,NA,MLP,NA,NA,NA,NA,NA
1047,915,NA,APCL,3.2,Y,J,255,APCL13_255,NA,NA,MLP,NA,NA,NA,NA,NA
3116,2591,NA,APCL,9,O,M,528,APCL14_528,NA,NA,MRS,NA,NA,NA,NA,NA
130,79,NA,APCL,10.3,NA,NA,58,APCL12_058,NA,NA,MLP,Y,2017-09-28,MRS,"There were DNA fin clips labeled 56 and 58 but 56 was written on the data sheet twice and 58 was not written down at all.  Changed fin_id, sample_id and notes to reflect that this sample is 58.  This is based on the fact that it was a larger fish and the extraction contained a higher concentration of DNA than the 56 fin clip.  However, this is a guess.",#58 has a blunt tail
3110,2587,NA,APCL,9.2,O,M,525,APCL14_525,NA,NA,MRS,NA,NA,NA,NA,NA
3100,2584,NA,APCL,5.3,W,J,521,APCL14_521,NA,NA,MRS,NA,NA,NA,NA,NA
3090,2577,NA,APCL,3.8,YR,J,519,APCL14_519,NA,NA,MRS,NA,NA,NA,NA,NA
8230,7962,NA,APCL,4.5,YR,J,725,APCL16_725,NA,N,MRS,NA,NA,NA,NA,NA
3074,2568,NA,APCL,4.6,Y,J,513,APCL14_513,NA,NA,MRS,NA,NA,NA,NA,NA
3072,2567,NA,APCL,6.9,Y,J,512,APCL14_512,NA,NA,MRS,NA,NA,NA,NA,NA
8204,7942,NA,APCL,5,YR,J,708,APCL16_708,NA,N,MRS,NA,NA,NA,NA,NA
3063,2560,NA,APCL,3.6,YR,J,508,APCL14_508,NA,NA,MRS,NA,NA,NA,NA,NA
8168,7926,NA,APCL,4,YR,J,688,APCL16_688,NA,N,MRS,NA,NA,NA,NA,NA
3055,2553,NA,APCL,7.6,O,M,504,APCL14_504,NA,NA,MRS,NA,NA,NA,NA,NA
8164,7923,NA,APCL,3.5,W,J,685,APCL16_685,NA,N,MRS,NA,NA,NA,NA,NA
1018,898,NA,APCL,9.2,YP,F,236,APCL13_236,NA,NA,MLP,NA,NA,NA,NA,NA
3050,2551,NA,APCL,4.8,YR,J,503,APCL14_503,NA,NA,MRS,NA,NA,NA,NA,NA
3046,2548,NA,APCL,3.6,YR,J,502,APCL14_502,NA,NA,MRS,NA,NA,NA,NA,NA
3044,2547,NA,APCL,3.8,YR,J,500,APCL14_500,NA,NA,MRS,Y,2018-07-13,MRS,Changed size from 8.8 to 3.8 based on datasheet - type-o,NA
3043,2547,NA,APCL,9.9,O,M,499,APCL14_499,NA,NA,MRS,NA,NA,NA,NA,NA
379,325,NA,APCL,5.3,W,J,182,APCL12_182,NA,NA,MLP,NA,NA,NA,NA,NA
3039,2543,NA,APCL,8.6,O,M,497,APCL14_497,NA,NA,MRS,NA,NA,NA,NA,NA
8132,7854,NA,APCL,4.4,W,J,657,APCL16_657,NA,NA,MRS,NA,NA,NA,NA,NA
3038,2543,NA,APCL,9.1,O,M,496,APCL14_496,NA,NA,MRS,NA,NA,NA,NA,NA
8128,7854,NA,APCL,3.6,YR,J,653,APCL16_653,NA,NA,MRS,NA,NA,NA,NA,NA
8110,7838,NA,APCL,4.8,YR,J,637,APCL16_637,NA,NA,MRS,NA,NA,NA,NA,NA
8100,7837,NA,APCL,3.8,YR,J,627,APCL16_627,NA,NA,MRS,NA,NA,NA,NA,NA
1007,889,NA,APCL,4.1,W,J,232,APCL13_232,NA,NA,MLP,NA,NA,NA,NA,NA
8060,7803,NA,APCL,4,YR,J,590,APCL16_590,NA,N,MRS,NA,NA,NA,NA,NA
3002,2518,NA,APCL,10.5,O,M,483,APCL14_483,NA,NA,MRS,NA,NA,NA,NA,>12X 3.5 CM OR SMALLER
8048,7796,NA,APCL,3.9,YR,J,579,APCL16_579,NA,N,MRS,NA,NA,NA,NA,Old tag is unreadable
2990,2514,NA,APCL,4.4,YR,J,479,APCL14_479,NA,NA,MRS,NA,NA,NA,NA,"AND ALSO A SNAKE, I THINK (actually a goatfish)"
7986,7760,NA,APCL,4,YR,J,546,APCL16_546,NA,N,MRS,Y,2017-08-15,MRS,"This sample_id was not on the excel sheet but there was a sample in the vial.  Because the fin is small and the fish was within sampling range, guessing that this is the fish caught between 545 and 547.  Changed id and sample_id from null to 546",NA
7980,7755,NA,APCL,4.3,YR,J,543,APCL16_543,NA,N,MRS,NA,NA,NA,NA,NA
7974,7747,NA,APCL,4.7,YR,J,478,APCL16_478,NA,N,MRS,NA,NA,NA,NA,NA
7942,7716,NA,APCL,3.7,YR,J,514,APCL16_514,NA,NA,MRS,NA,NA,NA,NA,NA
7936,7709,NA,APCL,4,W,J,510,APCL16_510,NA,N,MRS,NA,NA,NA,NA,NA
982,868,NA,APCL,8.8,YP,F,210,APCL13_210,NA,NA,MLP,NA,NA,NA,NA,209 may have been sampled already
981,868,NA,APCL,8.3,O,M,209,APCL13_209,NA,NA,MLP,NA,NA,NA,NA,209 may have been sampled already
7856,7672,NA,APCL,4.1,W,J,454,APCL16_454,NA,N,MRS,NA,NA,NA,NA,NA
7844,7662,NA,APCL,3.9,YR,J,451,APCL16_451,NA,N,MRS,NA,NA,NA,NA,NA
2884,2428,NA,APCL,5,W,J,436,APCL14_436,NA,NA,MRS,NA,NA,NA,NA,NA
971,863,NA,APCL,3.8,YR,J,204,APCL13_204,NA,NA,MLP,NA,NA,NA,NA,NA
967,861,NA,APCL,8.4,YP,F,200,APCL13_200,NA,NA,MLP,NA,NA,NA,NA,NA
964,858,NA,APCL,3.3,YR,J,197,APCL13_197,NA,NA,MLP,NA,NA,NA,NA,NA
7724,7403,NA,APCL,4.3,YR,J,369,APCL16_369,NA,N,MRS,NA,NA,NA,NA,NA
962,856,NA,APCL,5.7,YR,J,195,APCL13_195,NA,NA,MLP,NA,NA,NA,NA,NA
7670,7368,NA,APCL,4.1,YR,J,331,APCL16_331,NA,N,MRS,NA,NA,NA,NA,NA
953,852,NA,APCL,3.5,YR,J,189,APCL13_189,NA,NA,MLP,NA,NA,NA,NA,Changed Col from number 0 to letter O (MRS 7/17/17)
7628,7342,NA,APCL,3.5,YR,J,305,APCL16_305,NA,N,MRS,NA,NA,NA,NA,Unreadable old anemone tag
7616,7333,NA,APCL,4.9,YR,J,300,APCL16_300,NA,N,MRS,NA,NA,NA,NA,NA
949,850,NA,APCL,3.1,W,J,185,APCL13_185,NA,NA,MLP,NA,NA,NA,NA,NA
7488,7213,NA,APCL,5,W,J,231,APCL16_231,NA,N,MRS,NA,NA,NA,NA,NA
7440,7166,NA,APCL,4.5,YR,J,215,APCL16_215,NA,N,MLP,NA,NA,NA,NA,NA
7436,7164,NA,APCL,3.6,YR,J,214,APCL16_214,NA,N,MLP,NA,NA,NA,NA,NA
81,42,NA,APCL,9.6,NA,NA,38,APCL12_038,NA,NA,GS,NA,NA,NA,NA,NA
6320,6621,NA,APCL,4.5,YR,J,106,APCL15_106,NA,NA,MRS,NA,NA,NA,NA,NA
2682,2213,NA,APCL,5.9,WR,J,353,APCL14_353,NA,NA,MRS,NA,NA,NA,NA,NA
2726,2251,NA,APCL,5,W,J,375,APCL14_375,NA,NA,MRS,NA,NA,NA,NA,NA
7507,7244,NA,APCL,4,YR,J,243,APCL16_243,NA,N,MRS,NA,NA,NA,NA,NA
1144,1122,NA,APCL,7.6,O,M,305,APCL13_305,NA,NA,MLP,NA,NA,NA,NA,NA
2850,2400,NA,APCL,3.7,YR,J,340,APCL14_340,NA,NA,MRS,NA,NA,NA,NA,NA
7754,7471,NA,APCL,3.6,YR,J,394,APCL16_394,NA,N,MRS,NA,NA,NA,NA,NA
2639,2191,NA,APCL,8,O,M,305,APCL14_305,NA,NA,MRS,NA,NA,NA,NA,no extract because unsure of where fin clip placed in extraction plate
2919,2455,NA,APCL,4.3,W,J,489,APCL14_489,NA,NA,MRS,NA,NA,NA,NA,NA
2923,2459,NA,APCL,5.8,W,J,490,APCL14_490,NA,NA,MRS,NA,NA,NA,NA,NA
7903,7689,NA,APCL,4.9,YR,J,494,APCL16_494,NA,N,MRS,NA,NA,NA,NA,NA
5850,6331,NA,APCL,4.2,YR,J,5,APCL15_005,NA,NA,MRS,NA,NA,NA,NA,"UPON CLOSER INSPECTION, THIS ANEMONE MIGHT NOT BE HEAR, NOT SO MUCH BEADED AS STRIPED HORIZONTALLY"
731,717,NA,APCL,2.9,YR,J,69,APCL13_069,NA,NA,MLP,NA,NA,NA,NA,NA
2955,2495,NA,APCL,5.7,YR,J,463,APCL14_463,NA,NA,MRS,NA,NA,NA,NA,DIDN'T CATCH SMALLER FISH
2970,2505,NA,APCL,5.6,YR,J,466,APCL14_466,NA,NA,MRS,NA,NA,NA,NA,"AnemID was marked as ""?"". It was a very busy dive and Michelle missed what number it was. Col1 was marked as ""R"" originally."
741,724,NA,APCL,4,YR,J,75,APCL13_075,NA,NA,MLP,NA,NA,NA,NA,7.8cm fish had slightly orange tail edges: transitional?
19,10,NA,APCL,7.6,NA,NA,6,APCL12_006,NA,NA,MLP,NA,NA,NA,NA,"#6 and #8 may be swapped. Not sure if I misread the number. However, size of fin clips suggest this is #6."
6997,6905,NA,APCL,4.2,YR,J,71,APCL16_071,NA,NA,MRS,NA,NA,NA,NA,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2)."
5992,6424,NA,APCL,4.9,W,J,28,APCL15_028,NA,NA,MRS,NA,NA,NA,NA,NA
940,841,NA,APCL,10.7,YP,F,177,APCL13_177,NA,NA,MLP,NA,NA,NA,NA,NA
942,843,NA,APCL,7,Y,J,179,APCL13_179,NA,NA,MLP,NA,NA,NA,NA,NA
7043,6927,NA,APCL,3.5,W,J,84,APCL16_084,NA,NA,MRS,NA,NA,NA,NA,Anemone was pulled in
6048,6467,NA,APCL,4,W,J,47,APCL15_047,NA,NA,MRS,NA,NA,NA,NA,NA
3032,2540,NA,APCL,8,O,M,493,APCL14_493,NA,NA,MRS,NA,NA,NA,NA,NA
3042,2545,NA,APCL,9.3,O,M,498,APCL14_498,NA,NA,MRS,NA,NA,NA,NA,NA
7135,6984,NA,APCL,4.7,YR,J,108,APCL16_108,NA,NA,MRS,NA,NA,NA,NA,NA
7186,7011,NA,APCL,4.3,YR,J,120,APCL16_120,NA,N,MRS,NA,NA,NA,NA,NA
2824,2379,NA,APCL,7.9,O,M,326,APCL14_326,NA,NA,MRS,NA,NA,NA,NA,NA
7703,7396,NA,APCL,4.9,YR,J,349,APCL16_349,NA,N,MRS,NA,NA,NA,NA,NA
705,702,NA,APCL,3.9,YR,J,52,APCL13_052,NA,NA,MLP,NA,NA,NA,NA,NA
20,11,NA,APCL,10.6,NA,NA,11,APCL12_011,NA,NA,MLP,NA,NA,NA,NA,NA
7290,7085,NA,APCL,4.5,YR,J,158,APCL16_158,NA,N,MRS,NA,NA,NA,NA,NA
3180,2637,NA,APCL,8.1,O,M,551,APCL14_551,NA,NA,MRS,NA,NA,NA,NA,NA
2686,2219,NA,APCL,4.5,W,J,354,APCL14_354,NA,NA,MRS,NA,NA,NA,NA,NA
2687,2219,NA,APCL,5.1,WR,J,355,APCL14_355,NA,NA,MRS,NA,NA,NA,NA,NA
1088,956,NA,APCL,8.8,O,M,277,APCL13_277,NA,NA,MLP,NA,NA,NA,NA,NA
673,679,NA,APCL,2.7,Y,J,29,APCL13_029,NA,NA,MLP,NA,NA,NA,NA,NA
50,25,NA,APCL,3.6,NA,NA,8,APCL12_008,NA,NA,MLP,NA,NA,NA,NA,"#6 and #8 may be swapped. Not sure if I misread the number. However, size of fin clips suggest this is #8."
2704,2235,NA,APCL,4.6,Y,J,362,APCL14_362,NA,NA,MRS,NA,NA,NA,NA,NA
1096,974,NA,APCL,5.1,YR,J,280,APCL13_280,NA,NA,MLP,NA,NA,NA,NA,NA
2707,2238,NA,APCL,5,W,J,364,APCL14_364,NA,NA,MRS,NA,NA,NA,NA,NA
2718,2245,NA,APCL,3.6,YR,J,370,APCL14_370,NA,NA,MRS,NA,NA,NA,NA,NA
679,682,NA,APCL,4.2,W,J,33,APCL13_033,NA,NA,MLP,NA,NA,NA,NA,NA
21,11,NA,APCL,11.4,NA,NA,15,APCL12_015,NA,NA,MLP,NA,NA,NA,NA,NA
2759,2279,NA,APCL,9.6,O,M,388,APCL14_388,NA,NA,MRS,NA,NA,NA,NA,NO TAG
1379,1347,NA,APOC,7.8,NA,NA,429,APCL13_429,NA,NA,MLP,NA,NA,NA,NA,"#429 was a female, had eggs that extruded. #430 was therefore probably a male."
1137,1098,NA,APCL,2.9,YR,J,299,APCL13_299,NA,NA,MLP,NA,NA,NA,NA,NA
1411,1367,NA,APCL,5,YR,J,444,APCL13_444,NA,NA,MLP,NA,NA,NA,NA,NA
1145,1122,NA,APCL,4,YR,J,306,APCL13_306,NA,NA,MLP,NA,NA,NA,NA,NA
1392,1359,NA,APCL,10,YP,F,433,APCL13_433,NA,NA,MLP,NA,NA,NA,NA,NA
952,852,NA,APCL,5.3,YR,J,188,APCL13_188,NA,NA,MLP,NA,NA,NA,NA,Changed Col from number 0 to letter O (MRS 7/17/17)
693,694,NA,APCL,7.4,O,M,42,APCL13_042,NA,NA,MLP,NA,NA,NA,NA,NA
1014,895,NA,APCL,2.1,YR,J,235,APCL13_235,NA,NA,MLP,NA,NA,NA,NA,NA
43,22,NA,APCL,9,NA,NA,4,APCL12_004,NA,NA,MLP,NA,NA,NA,NA,NA
8107,7838,NA,APCL,7.8,O,M,634,APCL16_634,NA,NA,MRS,NA,NA,NA,NA,NA
8098,7830,NA,APCL,4.4,YR,J,626,APCL16_626,NA,NA,MRS,NA,NA,NA,NA,NA
6020,6443,NA,APCL,3.9,YR,J,37,APCL15_037,NA,NA,MRS,NA,NA,NA,NA,NA
3007,2518,NA,APCL,4.5,YR,J,488,APCL14_488,NA,NA,MRS,NA,NA,NA,NA,>12X 3.5 CM OR SMALLER
7539,7289,NA,APCL,3.9,YR,J,263,APCL16_263,NA,NA,MRS,Y,2018-06-26,MRS,"Removed 985153000407331 from tag_id because this fish was not tagged, that tag_id was for the previous fish on the same line of the data sheet.",NA
6004,6431,NA,APCL,3.7,YR,J,32,APCL15_032,NA,NA,MRS,NA,NA,NA,NA,NA
2999,2517,NA,APCL,10.7,YP,F,480,APCL14_480,NA,NA,MRS,NA,NA,NA,NA,NA
6000,6429,NA,APCL,9.4,O,M,160,APCL15_160,NA,NA,MRS,NA,NA,NA,NA,NA
1363,1330,NA,APCL,2.8,YR,J,423,APCL13_423,NA,NA,MLP,NA,NA,NA,NA,NA
681,683,NA,APCL,4.8,W,J,35,APCL13_035,NA,NA,MLP,NA,NA,NA,NA,NA
2988,2514,NA,APCL,4.6,YR,J,477,APCL14_477,NA,NA,MRS,NA,NA,NA,NA,"AND ALSO A SNAKE, I THINK (actually a goatfish)"
8031,7786,NA,APCL,4.7,YR,J,570,APCL16_570,NA,N,MRS,NA,NA,NA,NA,NA
1479,1412,NA,APCL,10.4,O,M,486,APCL13_486,NA,NA,MLP,NA,NA,NA,NA,NA
92,46,NA,APCL,9.3,NA,NA,48,APCL12_048,NA,NA,GS,NA,NA,NA,NA,"I messed up somewhere here, since #47 was written twice (but only had one fin in it). I may have written a number down, but not added a fin to the tube (the 12:38 anemone?). From 49 and onwards, I checked tubes carefully."
6944,6879,NA,APCL,3.5,YR,J,46,APCL16_046,NA,NA,MRS,NA,NA,NA,NA,NA
3190,2642,NA,APCL,4.7,Y,J,558,APCL14_558,NA,NA,MRS,NA,NA,NA,NA,NA
985,870,NA,APCL,5.4,YR,J,213,APCL13_213,NA,NA,MLP,NA,NA,NA,NA,NA
1393,1359,NA,APCL,3.5,YR,J,434,APCL13_434,NA,NA,MLP,NA,NA,NA,NA,NA
7132,6982,NA,APCL,4.5,YR,J,106,APCL16_106,NA,NA,MRS,NA,NA,NA,NA,This also had anemone ID 480
7669,7368,NA,APCL,4.9,YR,J,330,APCL16_330,NA,N,MRS,NA,NA,NA,NA,NA
7172,7002,NA,APCL,4.3,W,J,117,APCL16_117,NA,N,MRS,NA,NA,NA,NA,NA
88,45,NA,APCL,8.7,NA,NA,45,APCL12_045,NA,NA,GS,NA,NA,NA,NA,"I messed up somewhere here, since #47 was written twice (but only had one fin in it). I may have written a number down, but not added a fin to the tube (the 12:38 anemone?). From 49 and onwards, I checked tubes carefully."
44,22,NA,APCL,8.9,NA,NA,2,APCL12_002,NA,NA,MLP,NA,NA,NA,NA,NA
1415,1369,NA,APCL,2.9,YR,J,446,APCL13_446,NA,NA,MLP,NA,NA,NA,NA,NA
707,706,NA,APCL,3.2,YR,J,54,APCL13_054,NA,NA,MLP,NA,NA,NA,NA,NA
1418,1369,NA,APCL,4.5,YR,J,449,APCL13_449,NA,NA,MLP,NA,NA,NA,NA,NA
7227,7035,NA,APCL,4,YR,J,133,APCL16_133,NA,N,MRS,NA,NA,NA,NA,There is another anemone in a different spot with a 419 tag
1537,1445,NA,APCL,9.2,YP,F,523,APCL13_523,NA,NA,MLP,NA,NA,NA,NA,NA
777,747,NA,APCL,8.2,YP,F,91,APCL13_091,NA,NA,MLP,NA,NA,NA,NA,NA
7267,7062,NA,APCL,4,YR,J,148,APCL16_148,NA,N,MRS,NA,NA,NA,NA,NA
7279,7069,NA,APCL,4.6,YR,J,153,APCL16_153,NA,N,MRS,NA,NA,NA,NA,NA
7276,7067,NA,APCL,4.6,YR,J,154,APCL16_154,NA,N,MRS,NA,NA,NA,NA,NA
7326,7113,NA,APCL,4.7,YR,J,174,APCL16_174,NA,N,MRS,NA,NA,NA,NA,NA
2638,2191,NA,APCL,3.6,Y,J,304,APCL14_304,NA,NA,MRS,NA,NA,NA,NA,no extract because unsure of where fin clip placed in extraction plate
1563,1460,NA,APCL,7.4,O,M,537,APCL13_537,NA,NA,MLP,NA,NA,NA,NA,first snap-top tube
7354,7124,NA,APCL,4,YR,J,181,APCL16_181,NA,N,MRS,NA,NA,NA,NA,NA
7274,7065,NA,APCL,3.9,YR,J,151,APCL16_151,NA,N,MRS,NA,NA,NA,NA,NA
1435,1381,NA,APCL,7.1,O,M,460,APCL13_460,NA,NA,MLP,NA,NA,NA,NA,NA
1431,1379,NA,APCL,10,YP,F,459,APCL13_459,NA,NA,MLP,NA,NA,NA,NA,NA
1430,1378,NA,APCL,3.5,YR,J,458,APCL13_458,NA,NA,MLP,NA,NA,NA,NA,"this is the anem we saw at the end of the last dive (entered it in the spreadsheet on this dive, not the previous one)"
969,863,NA,APCL,8.4,O,M,202,APCL13_202,NA,NA,MLP,NA,NA,NA,NA,NA
968,861,NA,APCL,2.7,YR,J,201,APCL13_201,NA,NA,MLP,NA,NA,NA,NA,NA
7758,7471,NA,APCL,3.6,YR,J,397,APCL16_397,NA,N,MRS,NA,NA,NA,NA,NA
7733,7415,NA,APCL,4.1,YR,J,377,APCL16_377,NA,N,MRS,NA,NA,NA,NA,NA
1410,1366,NA,APCL,3.9,YR,J,443,APCL13_443,NA,NA,MLP,NA,NA,NA,NA,NA
960,856,NA,APCL,9.3,O,M,193,APCL13_193,NA,NA,MLP,NA,NA,NA,NA,NA
7694,7391,NA,APCL,3.5,YR,J,346,APCL16_346,NA,NA,MRS,NA,NA,NA,NA,NA
959,856,NA,APCL,9.2,YP,F,192,APCL13_192,NA,NA,MLP,NA,NA,NA,NA,NA
955,853,NA,APCL,8.7,O,M,190,APCL13_190,NA,NA,MLP,NA,NA,NA,NA,191 sample is two small tail pieces
