fish_table_id,anem_table_id,fish_obs_time,fish_spp,size,color,sex,fin_id,sample_id,tag_id,recap,fish_collector,fish_correction,fish_corr_date,fish_corr_editor,fish_corr_message,fish_notes
7774,7531,NA,APCL,10.2,YP,F,411,APCL16_411,985153000371731,N,MRS,NA,NA,NA,NA,NA
7785,7573,NA,APCL,5.2,YR,J,419,APCL16_419,985153000370505,N,MRS,NA,NA,NA,NA,NA
5745,6273,NA,APCL,9.3,O,M,375516,APCL15_375516,985153000375516,N,MRS,NA,NA,NA,NA,NA
5961,6397,NA,APCL,8.3,O,M,399705,APCL15_399705,985153000399705,N,MRS,NA,NA,NA,NA,NA
7787,7575,NA,APCL,7.7,O,M,421,APCL16_421,985153000350983,Y,MRS,NA,NA,NA,NA,NA
7930,7704,NA,APCL,9.5,YP,F,508,APCL16_508,985153000372689,N,MRS,NA,NA,NA,NA,Cant read the old tag but it looks like 7?5
5943,6385,NA,APCL,9.2,O,M,402874,APCL15_402874,985153000402874,N,MRS,NA,NA,NA,NA,NA
5791,6298,NA,APCL,5.9,Y,J,370907,APCL15_370907,985153000370907,N,MRS,NA,NA,NA,NA,NA
7841,7662,NA,APCL,9.2,YP,F,448,APCL16_448,985153000404251,N,MRS,NA,NA,NA,NA,NA
7693,7391,NA,APCL,5.8,YR,J,345,APCL16_345,985153000407062,N,MRS,NA,NA,NA,NA,NA
7756,7471,NA,APCL,6.5,Y,J,396,APCL16_396,985153000368743,N,MRS,NA,NA,NA,NA,NA
6164,6554,NA,APCL,8.9,O,M,354107,APCL15_354107,985153000354107,N,MRS,NA,NA,NA,NA,NA
6145,6538,NA,APCL,8.5,O,M,355926,APCL15_355926,985153000355926,N,MRS,NA,NA,NA,NA,NA
5800,6305,NA,APCL,7.9,O,M,371708,APCL15_371708,985153000371708,N,MRS,NA,NA,NA,NA,NA
5824,6316,NA,APCL,9.4,YP,F,373422,APCL15_373422,985153000373422,N,MRS,NA,NA,NA,NA,NA
6577,6733,NA,APCL,10,O,M,355045,APCL15_355045,985153000355045,N,MRS,NA,NA,NA,NA,NA
5728,6260,NA,APCL,8.3,O,M,374441,APCL15_374441,985153000374441,N,MRS,NA,NA,NA,NA,NA
7769,7491,NA,APCL,8.2,YP,F,406,APCL16_406,985153000354211,N,MRS,Y,2018-10-19,MRS,Changed anem_table_id from 7492 to 7491 because these fish were on anem_id 2422 seen at 10:56 on 2016-05-31,NA
7968,7741,NA,APCL,5.9,YR,J,532,APCL16_532,985153000369904,N,MRS,NA,NA,NA,NA,NA
6596,6741,NA,APCL,9.5,O,M,354185,APCL15_354185,985153000354185,N,MRS,NA,NA,NA,NA,NA
5906,6359,NA,APCL,8.2,O,M,399786,APCL15_399786,985153000399786,N,MRS,NA,NA,NA,NA,NA
7604,7323,NA,APCL,5.9,YR,J,292,APCL16_292,985153000373270,Y,MRS,NA,NA,NA,NA,Old tag is unreadable
7719,7402,NA,APCL,5.4,YR,J,364,APCL16_364,985153000355248,N,MRS,NA,NA,NA,NA,NA
6680,6778,NA,APCL,9.4,YP,F,355541,APCL15_355541,985153000355541,N,MRS,NA,NA,NA,NA,NA
6659,6770,NA,APCL,10.5,YP,F,355870,APCL15_355870,985153000355870,N,MRS,NA,NA,NA,NA,STHD?
7818,7645,NA,APCL,9,O,M,438,APCL16_438,985153000355812,N,MRS,NA,NA,NA,NA,NA
6247,6592,NA,APCL,9.4,YP,F,372325,APCL15_372325,985153000372325,N,MRS,NA,NA,NA,NA,NA
7637,7346,NA,APCL,7.9,O,M,308,APCL16_308,985153000401168,N,MRS,NA,NA,NA,NA,Changed the anem_id from 51 to 31 because anem 51 is at Visca.
7614,7331,NA,APCL,9.7,O,M,299,APCL16_299,985153000404043,N,MRS,NA,NA,NA,NA,NA
5797,6302,NA,APCL,9.5,O,M,372956,APCL15_372956,985153000372956,N,MRS,NA,NA,NA,NA,NA
6161,6551,NA,APCL,7.9,O,M,354587,APCL15_354587,985153000354587,N,MRS,NA,NA,NA,NA,NA
7762,7491,NA,APCL,8.8,YP,F,401,APCL16_401,985153000355653,N,MRS,NA,NA,NA,NA,NA
6037,6457,NA,APCL,7,O,M,404420,APCL15_404420,985153000404420,N,MRS,NA,NA,NA,NA,NA
7692,7389,NA,APCL,8.2,YP,F,344,APCL16_344,985153000406518,N,MRS,NA,NA,NA,NA,NA
6142,6536,NA,APCL,8,YP,F,356440,APCL15_356440,985153000356440,N,MRS,NA,NA,NA,NA,NA
8002,7769,NA,APCL,5.8,YR,J,557,APCL16_557,985153000354495,N,MRS,NA,NA,NA,NA,Old tag is unreadable
5804,6307,NA,APCL,8.9,YP,F,372286,APCL15_372286,985153000372286,N,MRS,NA,NA,NA,NA,NA
6693,6783,NA,APCL,9.2,YP,F,368961,APCL15_368961,985153000368961,N,MRS,NA,NA,NA,NA,NA
7732,7415,NA,APCL,7.3,O,M,376,APCL16_376,985153000356639,N,MRS,NA,NA,NA,NA,NA
7705,7398,NA,APCL,7.7,O,M,350,APCL16_350,985153000370992,N,MRS,NA,NA,NA,NA,NA
7989,7762,NA,APCL,8.5,O,M,549,APCL16_549,985153000403306,N,MRS,NA,NA,NA,NA,NA
7831,7657,NA,APCL,8.5,YP,F,444,APCL16_444,985153000368531,N,MRS,NA,NA,NA,NA,NA
7876,7683,NA,APCL,8.8,O,M,468,APCL16_468,985153000403460,N,MRS,NA,NA,NA,NA,NA
6129,6526,NA,APCL,8,YP,F,356492,APCL15_356492,985153000356492,N,MRS,NA,NA,NA,NA,swam into ANEM 1359 right after tagging
7897,7688,NA,APCL,7.4,O,M,488,APCL16_488,985153000355147,N,MRS,NA,NA,NA,NA,fish 488 had a yellow pointed tail with a tiny bit of orange on it
5831,6319,NA,APCL,5.8,YR,J,375642,APCL15_375642,985153000375642,N,MRS,NA,NA,NA,NA,NA
7607,7327,NA,APCL,7.3,O,M,294,APCL16_294,985153000399514,N,MRS,NA,NA,NA,NA,"Old tag is unreadable, Cecil is familiar with this anem and says there are usually 2 large fish here that are absent today."
7914,7693,NA,APCL,8.6,O,M,502,APCL16_502,985153000354241,N,MRS,NA,NA,NA,NA,NA
7747,7451,NA,APCL,7.8,O,M,388,APCL16_388,985153000368794,N,MRS,NA,NA,NA,NA,NA
7862,7674,NA,APCL,6.2,YR,J,457,APCL16_457,985153000405846,N,MRS,NA,NA,NA,NA,NA
7752,7451,NA,APCL,9,YP,F,393,APCL16_393,985153000404510,Y,MRS,Y,2017-08-15,MRS,"This sample_id was not on the excel sheet or database but the tube exists.  MRS guesses that a fin clip was collected from the recaptured fish between fish 392 and 394 on the data sheet, which is the 9.0 YP fish tag id 404510.  Comparing DNA to the first capture of this fish should reveal whether or not this guess is correct.",NA
6180,6564,NA,APCL,7,O,M,355605,APCL15_355605,985153000355605,N,MRS,NA,NA,NA,NA,NA
6669,6774,NA,APCL,9.2,O,M,371381,APCL15_371381,985153000371381,N,MRS,NA,NA,NA,NA,NA
6156,6546,NA,APCL,8.8,O,M,373231,APCL15_373231,985153000373231,N,MRS,NA,NA,NA,NA,NA
6193,6574,NA,APCL,9.2,O,M,356312,APCL15_356312,985153000356312,N,MRS,NA,NA,NA,NA,NA
7645,7351,NA,APCL,7.8,O,M,314,APCL16_314,985153000400484,N,MRS,NA,NA,NA,NA,NA
7613,7329,NA,APCL,8.7,O,M,298,APCL16_298,985153000407490,N,MRS,NA,NA,NA,NA,NA
6647,6765,NA,APCL,10.4,O,M,373315,APCL15_373315,985153000373315,N,MRS,NA,NA,NA,NA,NA
7741,7438,NA,APCL,8.7,O,M,383,APCL16_383,985153000364551,N,MRS,NA,NA,NA,NA,NA
7736,7437,NA,APCL,9.4,YP,F,378,APCL16_378,985153000370945,N,MRS,NA,NA,NA,NA,NA
7880,7685,NA,APCL,8.1,O,M,472,APCL16_472,985153000356368,N,MRS,NA,NA,NA,NA,NA
7593,7319,NA,APCL,10.5,YP,F,286,APCL16_286,985153000371766,Y,MRS,NA,NA,NA,NA,These fish swim back and forth between anem 2306 and 2307
7885,7686,NA,APCL,8,O,M,476,APCL16_476,985153000354556,N,MRS,NA,NA,NA,NA,8.3cm fish escaped
7881,7685,NA,APCL,8.9,YP,F,473,APCL16_473,985153000371747,N,MRS,NA,NA,NA,NA,NA
7592,7319,NA,APCL,5.6,YR,J,285,APCL16_285,985153000403806,N,MRS,NA,NA,NA,NA,These fish swim back and forth between anem 2306 and 2307
7389,7140,NA,APCL,7,O,M,193,APCL16_193,985153000407489,N,MLP,NA,NA,NA,NA,NA
7386,7138,NA,APCL,11.2,O,M,192,APCL16_192,985153000352072,N,MRS,NA,NA,NA,NA,NA
7375,7135,NA,APCL,11.6,YP,F,190,APCL16_190,985153000405158,N,MRS,NA,NA,NA,NA,Fish 190 squirted eggs
7390,7140,NA,APCL,8,YP,F,194,APCL16_194,985153000403397,N,MLP,NA,NA,NA,NA,NA
7376,7135,NA,APCL,10.8,O,M,189,APCL16_189,985153000405147,N,MRS,NA,NA,NA,NA,Fish 190 squirted eggs
7385,7138,NA,APCL,10.6,YP,F,191,APCL16_191,985153000406226,N,MRS,NA,NA,NA,NA,NA
8376,8070,NA,APCL,6.7,YR,J,804,APCL16_804,986112100172701,N,MRS,NA,NA,NA,NA,NA
8369,8040,NA,APCL,9,O,M,797,APCL16_797,986112100173102,N,MRS,NA,NA,NA,NA,797 has an uneven tail
8353,8030,NA,APCL,7,YR,J,786,APCL16_786,986112100172058,N,MRS,NA,NA,NA,NA,NA
8382,8084,NA,APCL,7.8,O,M,809,APCL16_809,986112100174221,N,MRS,NA,NA,NA,NA,NA
8390,8091,NA,APCL,5.4,W,J,812,APCL16_812,986112100176130,N,MRS,NA,NA,NA,NA,NA
8374,8060,NA,APCL,9.3,O,M,802,APCL16_802,986112100165491,N,MRS,NA,NA,NA,NA,Cut
8316,8000,NA,APCL,7.6,O,M,766,APCL16_766,985153000362425,N,MRS,NA,NA,NA,NA,NA
8366,8038,NA,APCL,6.8,W,J,794,APCL16_794,986112100164362,N,MRS,NA,NA,NA,NA,Uneven tail
8357,8032,NA,APCL,8.8,O,M,788,APCL16_788,986112100175857,N,MRS,NA,NA,NA,NA,788 ALREADY CUT
8368,8040,NA,APCL,5.7,YR,J,796,APCL16_796,986112100165029,N,MRS,NA,NA,NA,NA,797 has an uneven tail
8378,8080,NA,APCL,9,O,M,806,APCL16_806,986112100171926,N,MRS,NA,NA,NA,NA,All of these fish look like they were already cut
8405,8099,NA,APCL,5.1,YR,J,815,APCL16_815,986112100171979,N,MRS,NA,NA,NA,NA,fish 815 looks cut
8318,8002,NA,APCL,6,YR,J,770,APCL16_770,985153000355402,N,MRS,NA,NA,NA,NA,NA
8394,8094,NA,APCL,5.6,YR,J,813,APCL16_813,985153000406548,N,MRS,NA,NA,NA,NA,fish 814 looks cut
7514,7265,NA,APCL,9.7,O,M,248,APCL16_248,985153000403500,N,MRS,NA,NA,NA,NA,These fish are from the group of anemones visible at 10:45
7568,7304,NA,APCL,7.2,O,M,274,APCL16_274,985153000407247,N,MRS,NA,NA,NA,NA,NA
6896,6846,NA,APCL,8.5,YP,F,25,APCL16_025,985153000401620,N,MRS,NA,NA,NA,NA,NA
6566,6727,NA,APCL,7.8,O,M,354123,APCL15_354123,985153000354123,N,MRS,NA,NA,NA,NA,NA
7550,7297,NA,APCL,9.7,YP,F,266,APCL16_266,985153000404202,N,MRS,NA,NA,NA,NA,NA
6254,6596,NA,APCL,9.2,YP,F,354247,APCL15_354247,985153000354247,N,MRS,NA,NA,NA,NA,NA
6465,6685,NA,APCL,7.9,O,M,406498,APCL15_406498,985153000406498,N,MRS,NA,NA,NA,NA,NA
6856,6825,NA,APCL,7.4,O,M,15,APCL16_015,985153000407233,N,MRS,NA,NA,NA,NA,NA
6345,6634,NA,APCL,10.5,O,M,355666,APCL15_355666,985153000355666,N,MRS,NA,NA,NA,NA,NA
6509,6706,NA,APCL,7.5,O,M,405042,APCL15_405042,985153000405042,N,MRS,NA,NA,NA,NA,NA
7324,7113,NA,APCL,6.1,YR,J,172,APCL16_172,985153000401844,N,MRS,NA,NA,NA,NA,NA
7473,7199,NA,APCL,8,O,M,230,APCL16_230,985153000405709,N,MRS,NA,NA,NA,NA,NA
6903,6850,NA,APCL,7.6,O,M,30,APCL16_030,985153000400546,N,MRS,NA,NA,NA,NA,NA
7278,7069,NA,APCL,10,YP,F,152,APCL16_152,985153000404075,N,MRS,NA,NA,NA,NA,APCL13_103 and APCL16_152 return as genetic recaptures but were captured at Sitio Tugas and Cabatoan.  There is no overlapping labwork and the proportion of mismatch is 0.03
7073,6946,NA,APCL,5.1,YR,J,92,APCL16_092,985153000406505,N,MRS,NA,NA,NA,NA,NA
6525,6712,NA,APCL,7.2,O,M,405116,APCL15_405116,985153000405116,N,MRS,NA,NA,NA,NA,NA
7583,7315,NA,APCL,10,O,M,280,APCL16_280,985153000406278,N,MRS,NA,NA,NA,NA,NA
7564,7302,NA,APCL,6.7,YR,J,272,APCL16_272,985153000404233,N,MRS,NA,NA,NA,NA,NA
6564,6726,NA,APCL,9.9,O,M,356404,APCL15_356404,985153000356404,N,MRS,NA,NA,NA,NA,NA
7291,7086,NA,APCL,8.6,O,M,159,APCL16_159,985153000399528,N,MRS,NA,NA,NA,NA,NA
6569,6728,NA,APCL,10.1,O,M,356398,APCL15_356398,985153000356398,N,MRS,NA,NA,NA,NA,COULD BE STGI
7070,6941,NA,APCL,5.9,YR,J,90,APCL16_090,985153000352056,N,MRS,NA,NA,NA,NA,NA
6897,6846,NA,APCL,9.5,O,M,26,APCL16_026,985153000402889,N,MRS,NA,NA,NA,NA,NA
7535,7289,NA,APCL,8.6,O,M,259,APCL16_259,985153000400875,N,MRS,NA,NA,NA,NA,NA
7018,6914,NA,APCL,7.2,O,M,77,APCL16_077,985153000372339,N,MRS,NA,NA,NA,NA,NA
7404,7145,NA,APCL,8.4,O,M,201,APCL16_201,985153000404797,N,MLP,NA,NA,NA,NA,NA
7303,7100,NA,APCL,8.3,O,M,165,APCL16_165,985153000403872,N,MRS,NA,NA,NA,NA,NA
7305,7100,NA,APCL,6,YR,J,167,APCL16_167,985153000403760,N,MRS,NA,NA,NA,NA,NA
7551,7297,NA,APCL,9.3,O,M,267,APCL16_267,985153000405084,N,MRS,NA,NA,NA,NA,NA
6412,6661,NA,APCL,10.6,O,M,407297,APCL15_407297,985153000407297,N,MRS,NA,NA,NA,NA,NA
6643,6763,NA,APCL,10,YP,F,354053,APCL15_354053,985153000354053,N,MRS,NA,NA,NA,NA,354053 GREEN/EGGS
6497,6701,NA,APCL,7,Y,J,405015,APCL15_405015,985153000405015,N,MRS,NA,NA,NA,NA,NA
6460,6683,NA,APCL,9.6,O,M,404090,APCL15_404090,985153000404090,N,MRS,NA,NA,NA,NA,NA
6573,6731,NA,APCL,9.7,YP,F,354382,APCL15_354382,985153000354382,N,MRS,NA,NA,NA,NA,NA
7528,7284,NA,APCL,8.9,O,M,253,APCL16_253,985153000405779,N,MRS,NA,NA,NA,NA,NA
7294,7094,NA,APCL,8.9,O,M,161,APCL16_161,985153000404937,N,MRS,NA,NA,NA,NA,NA
6832,6810,NA,APCL,6,YR,J,11,APCL16_011,985153000353312,N,MRS,NA,NA,NA,NA,NA
7402,7144,NA,APCL,5.4,YR,J,200,APCL16_200,985153000403071,N,MLP,NA,NA,NA,NA,NA
7517,7265,NA,APCL,10.2,YP,F,251,APCL16_251,985153000404530,N,MRS,NA,NA,NA,NA,These fish are from the group of anemones visible at 10:45
6552,6721,NA,APCL,9.5,O,M,372250,APCL15_372250,985153000372250,N,MRS,NA,NA,NA,NA,NA
7325,7113,NA,APCL,7.1,O,M,173,APCL16_173,985153000407050,N,MRS,NA,NA,NA,NA,NA
7463,7185,NA,APCL,8.6,O,M,223,APCL16_223,985153000403797,N,MRS,NA,NA,NA,NA,NA
6823,6805,NA,APCL,6.1,YR,J,5,APCL16_005,985153000403897,N,MRS,NA,NA,NA,NA,NA
6666,6773,NA,APCL,9.4,O,M,372461,APCL15_372461,985153000372461,N,MRS,NA,NA,NA,NA,NA
7331,7116,NA,APCL,8.9,YP,F,176,APCL16_176,985153000401611,N,MRS,NA,NA,NA,NA,NA
6556,6723,NA,APCL,8.8,O,M,354481,APCL15_354481,985153000354481,N,MRS,NA,NA,NA,NA,NA
7400,7144,NA,APCL,9,YP,F,198,APCL16_198,985153000401773,N,MLP,NA,NA,NA,NA,NA
6461,6683,NA,APCL,8.8,O,M,404022,APCL15_404022,985153000404022,N,MRS,NA,NA,NA,NA,NA
6864,6831,NA,APCL,6.5,YR,J,18,APCL16_018,985153000401362,N,MRS,NA,NA,NA,NA,NA
6262,6598,NA,APCL,9.6,O,M,370342,APCL15_370342,985153000370342,N,MRS,NA,NA,NA,NA,NA
7429,7161,NA,APCL,7.7,O,M,213,APCL16_213,985153000404994,N,MLP,NA,NA,NA,NA,"7.7 O had very thin orange, two old tags but lose one"
7378,7136,NA,APCL,11.3,YP,F,187,APCL16_187,985153000403134,N,MRS,NA,NA,NA,NA,NA
6830,6809,NA,APCL,9.2,YP,F,9,APCL16_009,985153000406476,N,MRS,NA,NA,NA,NA,There was an orange tail fish that got away
6828,6808,NA,APCL,6,YR,J,8,APCL16_008,985153000400949,N,MRS,NA,NA,NA,NA,NA
7050,6931,NA,APCL,6.5,YR,J,86,APCL16_086,985153000404213,N,MRS,NA,NA,NA,NA,The other large one swam away
7531,7286,NA,APCL,6.9,YR,J,256,APCL16_256,985153000403636,N,MRS,NA,NA,NA,NA,NA
6631,6758,NA,APCL,7,O,M,362989,APCL15_362989,985153000362989,N,MRS,NA,NA,NA,NA,NA
6863,6831,NA,APCL,9.1,O,M,17,APCL16_017,985153000404860,N,MRS,NA,NA,NA,NA,NA
6534,6715,NA,APCL,9.1,O,M,370592,APCL15_370592,985153000370592,N,MRS,NA,NA,NA,NA,NA
7529,7286,NA,APCL,9.8,O,M,254,APCL16_254,985153000401598,N,MRS,NA,NA,NA,NA,NA
6869,6834,NA,APCL,10,O,M,21,APCL16_021,985153000404750,N,MRS,NA,NA,NA,NA,NA
7554,7298,NA,APCL,8.9,YP,F,268,APCL16_268,985153000407643,N,MRS,NA,NA,NA,NA,NA
7372,7133,NA,APCL,10.7,O,M,186,APCL16_186,985153000353259,N,MRS,NA,NA,NA,NA,NA
6665,6773,NA,APCL,9.4,YP,F,364277,APCL15_364277,985153000364277,N,MRS,NA,NA,NA,NA,NA
7842,7662,NA,APCL,5.4,YR,J,449,APCL16_449,985153000406269,N,MRS,NA,NA,NA,NA,NA
6649,6766,NA,APCL,10.7,O,M,371825,APCL15_371825,985153000371825,N,MRS,NA,NA,NA,NA,NA
7427,7159,NA,APCL,5.2,W,J,212,APCL16_212,985153000399810,N,MLP,NA,NA,NA,NA,"Anemone retracted, Michelle saw it, it was pink"
7406,7148,NA,APCL,7.9,O,M,203,APCL16_203,985153000402079,N,MLP,NA,NA,NA,NA,7.9 O fish has very thin orange edges
6527,6713,NA,APCL,7.9,O,M,368898,APCL15_368898,985153000368898,N,MRS,NA,NA,NA,NA,NA
7405,7145,NA,APCL,10.4,YP,F,202,APCL16_202,985153000406375,N,MLP,NA,NA,NA,NA,NA
7445,7170,NA,APCL,8.5,O,M,218,APCL16_218,985153000405134,N,MRS,NA,NA,NA,NA,Tag 400963 did not go in well; 8.5cm fish has a very thin edge of orange
7072,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N,MRS,NA,NA,NA,NA,NA
7408,7149,NA,APCL,5.5,YR,J,205,APCL16_205,985153000403206,N,MLP,NA,NA,NA,NA,NA
6392,6651,NA,APCL,8.1,O,M,370599,APCL15_370599,985153000370599,N,MRS,NA,NA,NA,NA,NA
7312,7105,NA,APCL,9.3,O,M,169,APCL16_169,985153000407657,N,MRS,NA,NA,NA,NA,Old tag was present but unreadable
7513,7265,NA,APCL,8.3,O,M,247,APCL16_247,985153000402882,N,MRS,NA,NA,NA,NA,These fish are from the group of anemones visible at 10:45
6358,6639,NA,APCL,9.7,O,M,356769,APCL15_356769,985153000356769,N,MRS,NA,NA,NA,NA,NA
6844,6818,NA,APCL,7.8,O,M,13,APCL16_013,985153000407128,N,MRS,NA,NA,NA,NA,The 8.5cm fish swam away before tail color or scan
7023,6918,NA,APCL,6.3,YR,J,75,APCL16_075,985153000371943,N,MRS,NA,NA,NA,NA,Malin estimated 2 small fish sizes
7515,7265,NA,APCL,6,YR,J,249,APCL16_249,985153000403952,N,MRS,NA,NA,NA,NA,These fish are from the group of anemones visible at 10:45
7457,7180,NA,APCL,6.9,YR,J,221,APCL16_221,985153000404855,N,MRS,NA,NA,NA,NA,NA
7458,7181,NA,APCL,5.8,YR,J,222,APCL16_222,985153000400302,N,MRS,NA,NA,NA,NA,NA
7414,7153,NA,APCL,8.6,O,M,210,APCL16_210,985153000406276,N,MLP,NA,NA,NA,NA,Old tag unreadable
7555,7298,NA,APCL,7.1,O,M,269,APCL16_269,985153000407052,N,MRS,NA,NA,NA,NA,NA
7379,7136,NA,APCL,9.8,O,M,188,APCL16_188,985153000402171,N,MRS,NA,NA,NA,NA,NA
6502,6703,NA,APCL,9.3,O,M,402781,APCL15_402781,985153000402781,N,MRS,NA,NA,NA,NA,404548 GREEN/402781 GREEN
7538,7289,NA,APCL,5.5,YR,J,262,APCL16_262,985153000407331,N,MRS,NA,NA,NA,NA,NA
6656,6769,NA,APCL,10,O,M,355571,APCL15_355571,985153000355571,N,MRS,NA,NA,NA,NA,NA
6887,6841,NA,APCL,9.5,YP,F,24,APCL16_024,985153000406330,N,MRS,NA,NA,NA,NA,NA
7548,7296,NA,APCL,6,YR,J,265,APCL16_265,985153000403323,N,MRS,NA,NA,NA,NA,NA
7580,7314,NA,APCL,7,O,M,278,APCL16_278,985153000405234,N,MRS,NA,NA,NA,NA,NA
7261,7061,NA,APCL,6.6,YR,J,145,APCL16_145,985153000407113,N,MRS,NA,NA,NA,NA,NA
6483,6694,NA,APCL,8,O,M,402307,APCL15_402307,985153000402307,N,MRS,NA,NA,NA,NA,NA
7038,6925,NA,APCL,7.3,O,M,81,APCL16_081,985153000402873,N,MRS,NA,NA,NA,NA,Malin estimated 2 small fish sizes
7357,7126,NA,APCL,10.6,O,M,182,APCL16_182,985153000403023,N,MRS,NA,NA,NA,NA,NA
6558,6724,NA,APCL,7.4,O,M,355651,APCL15_355651,985153000355651,N,MRS,NA,NA,NA,NA,NA
6568,6728,NA,APCL,10.2,YP,F,375244,APCL15_375244,985153000375244,N,MRS,NA,NA,NA,NA,COULD BE STGI
6578,6733,NA,APCL,8.4,O,M,372649,APCL15_372649,985153000372649,N,MRS,NA,NA,NA,NA,NA
6628,6757,NA,APCL,8.8,O,M,362714,APCL15_362714,985153000362714,N,MRS,NA,NA,NA,NA,EGGS
6536,6716,NA,APCL,8.9,O,M,370407,APCL15_370407,985153000370407,N,MRS,NA,NA,NA,NA,NA
7486,7212,NA,APCL,8.2,YP,F,233,APCL16_233,985153000404490,N,MRS,NA,NA,NA,NA,NA
7547,7296,NA,APCL,9.6,O,M,264,APCL16_264,985153000400657,N,MRS,NA,NA,NA,NA,NA
6561,6725,NA,APCL,7.7,O,M,355523,APCL15_355523,985153000355523,N,MRS,NA,NA,NA,NA,NA
7509,7259,NA,APCL,7.1,O,M,245,APCL16_245,985153000400570,N,MRS,NA,NA,NA,NA,NA
6505,6705,NA,APCL,7.7,O,M,405033,APCL15_405033,985153000405033,N,MRS,NA,NA,NA,NA,NA
7516,7265,NA,APCL,9.2,O,M,250,APCL16_250,985153000402303,N,MRS,NA,NA,NA,NA,These fish are from the group of anemones visible at 10:45
6822,6805,NA,APCL,9,O,M,4,APCL16_004,985153000405540,N,MRS,NA,NA,NA,NA,NA
7569,7304,NA,APCL,10.5,YP,F,275,APCL16_275,985153000405082,N,MRS,NA,NA,NA,NA,NA
7371,7133,NA,APCL,9.6,YP,F,185,APCL16_185,985153000407544,N,MRS,NA,NA,NA,NA,NA
7311,7105,NA,APCL,8.3,O,M,168,APCL16_168,985153000404764,N,MRS,NA,NA,NA,NA,Old tag was present but unreadable
7399,7144,NA,APCL,8.5,O,M,199,APCL16_199,985153000406411,N,MLP,NA,NA,NA,NA,NA
7469,7191,NA,APCL,7.9,O,M,227,APCL16_227,985153000405149,N,MRS,NA,NA,NA,NA,NA
6875,6837,NA,APCL,7.9,O,M,23,APCL16_023,985153000405925,N,MRS,NA,NA,NA,NA,NA
6827,6808,NA,APCL,6.8,YR,J,7,APCL16_007,985153000405478,N,MRS,NA,NA,NA,NA,NA
6535,6716,NA,APCL,9.6,YP,F,370174,APCL15_370174,985153000370174,N,MRS,NA,NA,NA,NA,NA
7419,7156,NA,APCL,5.9,YR,J,208,APCL16_208,985153000401829,N,MLP,NA,NA,NA,NA,NA
6546,6719,NA,APCL,6.6,YR,J,354525,APCL15_354525,985153000354525,N,MRS,NA,NA,NA,NA,NA
7608,7328,NA,APCL,10.1,YP,F,295,APCL16_295,985153000402348,N,MRS,NA,NA,NA,NA,Old tag is unreadable
6504,6704,NA,APCL,9.5,O,M,404792,APCL15_404792,985153000404792,N,MRS,NA,NA,NA,NA,NA
6265,6599,NA,APCL,10.8,YP,F,372405,APCL15_372405,985153000372405,N,MRS,NA,NA,NA,NA,NA
6672,6776,NA,APCL,8.8,O,M,355734,APCL15_355734,985153000355734,N,MRS,NA,NA,NA,NA,NA
8062,7804,NA,APCL,8.8,YP,F,592,APCL16_592,985153000402938,N,MRS,NA,NA,NA,NA,NA
8059,7803,NA,APCL,8,O,M,589,APCL16_589,985153000354668,N,MRS,NA,NA,NA,NA,NA
8051,7798,NA,APCL,8.4,O,M,584,APCL16_584,985153000371643,N,MRS,NA,NA,NA,NA,NA
8058,7803,NA,APCL,6.6,YR,J,588,APCL16_588,985153000407381,N,MRS,NA,NA,NA,NA,NA
8039,7791,NA,APCL,9.6,O,M,576,APCL16_576,985153000404914,N,MRS,NA,NA,NA,NA,NA
8041,7794,NA,APCL,6.3,YR,J,580,APCL16_580,985153000353956,N,MRS,NA,NA,NA,NA,NA
8075,7810,NA,APCL,7.5,O,M,604,APCL16_604,985153000356179,N,MRS,NA,NA,NA,NA,NA
8063,7804,NA,APCL,9.2,O,M,593,APCL16_593,985153000407315,N,MRS,NA,NA,NA,NA,NA
8068,7807,NA,APCL,8.2,O,M,597,APCL16_597,985153000402044,N,MRS,NA,NA,NA,NA,NA
8050,7797,NA,APCL,6,YR,J,583,APCL16_583,985153000355002,N,MRS,NA,NA,NA,NA,NA
8070,7809,NA,APCL,7.3,O,M,599,APCL16_599,985153000406201,N,MRS,NA,NA,NA,NA,NA
8072,7810,NA,APCL,9.4,YP,F,601,APCL16_601,985153000356762,N,MRS,NA,NA,NA,NA,NA
8035,7788,NA,APCL,10.5,O,M,574,APCL16_574,985153000402189,Y,MRS,NA,NA,NA,NA,NA
8054,7800,NA,APCL,6.9,YR,J,586,APCL16_586,985153000372499,N,MRS,NA,NA,NA,NA,NA
8020,7780,NA,APCL,8.6,YP,F,565,APCL16_565,985153000372209,N,MRS,NA,NA,NA,NA,NA
8032,7788,NA,APCL,8,O,M,571,APCL16_571,985153000369499,N,MRS,NA,NA,NA,NA,NA
8027,7784,NA,APCL,8.6,O,M,567,APCL16_567,985153000404867,N,MRS,NA,NA,NA,NA,NA
6491,6698,NA,APCL,8,O,M,403468,APCL15_403468,985153000403468,N,MRS,NA,NA,NA,NA,403468 GREEN/403603 GREEN
6474,6689,NA,APCL,6.2,YR,J,402854,APCL15_402854,985153000402854,N,MRS,NA,NA,NA,NA,NA
6463,6684,NA,APCL,10.4,YP,F,402950,APCL15_402950,985153000402950,N,MRS,NA,NA,NA,NA,NA
